Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color,Pred Threat,anomaly_score,is_anomaly
ISSUE-0273,KEY-0273,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Closed,Reporter 9,Assignee 12,2025-04-13,2025-04-23 00:00:00.000000,10.000000000000005,39.21,Critical,IT,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,254027.49999999997,KPI,User_53,2025-04-13 11:03:00,file_access,IN,IN,1325.0,26.0,18.0,11705.000000000002,38.609126447099456,3453.0,11.242,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0274,KEY-0274,Weak Authentication Protocols,1,Access Control,Low,Resolved,Reporter 7,Assignee 13,2024-09-16,2024-09-24 00:00:00.000000,7.999999999999978,10.020000000000003,Critical,HR,Steps to resolve Weak Authentication Protocols,915184.9999999999,KPI,User_79,2024-09-16 11:30:00,login,CANADA,CANADA,1432.0,26.0,6.0,6140.0,31.68744687334223,6005.0,5.553999999999999,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow,4,4,False
ISSUE-0275,KEY-0275,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,Open,Reporter 5,Assignee 7,2023-06-03,2025-05-06 02:51:05.231249,703.0,51.1,Critical,IT,Steps to resolve Access by Unauthorized Personnel Detected,252822.50000000003,KRI,User_60,2023-06-03 07:47:00,file_access,DE,DE,1071.0,26.0,15.0,6960.0,45.90067913294937,5999.0,13.62,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0276,KEY-0276,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Open,Reporter 3,Assignee 20,2024-05-08,2025-05-06 02:51:05.231249,363.0,49.42000000000001,Critical,C-Suite Executives,Steps to resolve Missing or Inaccurate Asset Records,1426538.0,KPI,User_10,2024-05-08 19:33:00,login,CANADA,DE,1836.9999999999998,26.0,31.0,1913.0000000000002,43.30200273807671,5123.0,15.284,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0277,KEY-0277,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,In Progress,Reporter 1,Assignee 19,2023-07-14,2025-05-06 02:51:05.231249,662.0,66.75,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,192325.99999999997,KRI,User_22,2023-07-14 16:42:00,file_access,CANADA,CANADA,900.0000000000001,26.0,3.0,3938.000000000001,42.083826080706174,4055.9999999999995,18.55,Critical,Immediate System-wide Shutdown & Investigation | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0278,KEY-0278,Supplier Security Compliance Gaps,1,Procurement Security,Low,Resolved,Reporter 4,Assignee 18,2024-01-17,2024-01-18 00:00:00.000000,1.0000000000000142,52.38,Critical,HR,Steps to resolve Supplier Security Compliance Gaps,2242822.5,KPI,User_83,2024-01-17 10:18:00,file_access,UK,FR,1902.9999999999998,26.0,6.0,3650.0000000000005,29.571370978232068,4579.0,13.476,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0279,KEY-0279,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Closed,Reporter 2,Assignee 9,2023-04-03,2023-04-07 00:00:00.000000,3.999999999999989,90.00999999999998,Critical,C-Suite Executives,Steps to resolve Weak Cloud Storage Access Controls,2128751.0,KRI,User_75,2023-04-03 14:19:00,login,USA,USA,2041.9999999999998,26.0,10.0,6656.000000000001,35.38162780633243,6137.0,22.852,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0280,KEY-0280,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,In Progress,Reporter 7,Assignee 14,2024-08-12,2025-05-06 02:51:05.231249,267.0,46.15,Critical,HR,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2306588.0,KPI,User_73,2024-08-12 17:19:00,login,Unknown,Unknown,2380.0,26.0,10.0,2807.0,22.76994585457997,3745.9999999999995,14.13,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0281,KEY-0281,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Closed,Reporter 6,Assignee 17,2023-03-04,2023-03-05 00:00:00.000000,1.0000000000000142,88.63999999999997,Critical,Sales,Steps to resolve Access by Unauthorized Personnel Detected,1175902.5,KRI,User_94,2023-03-04 14:51:00,file_access,USA,USA,2135.0,26.0,9.0,1910.0000000000005,57.34237159562104,3952.0,21.478,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0282,KEY-0282,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Closed,Reporter 5,Assignee 6,2023-01-17,2023-01-23 00:00:00.000000,6.000000000000017,72.32,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2240027.5,KRI,User_7,2023-01-17 20:16:00,login,JP,JP,1309.0,27.0,9.0,3789.999999999999,46.28799909470152,7291.0,18.563999999999997,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0283,KEY-0283,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Open,Reporter 8,Assignee 10,2024-03-14,2025-05-06 02:51:05.231249,418.0,33.67,Critical,External Contractors,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2530328.0,KPI,User_17,2024-03-14 00:46:00,login,JP,JP,2477.0,26.0,10.0,15406.999999999998,56.705006754899024,4389.0,11.634,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0284,KEY-0284,Outdated Operating System Components,1,System Vulnerability,Medium,Open,Reporter 8,Assignee 20,2024-01-02,2025-05-06 02:51:05.231249,490.0000000000001,94.20999999999998,Critical,External Contractors,Steps to resolve Outdated Operating System Components,1575677.4999999998,KPI,User_20,2024-01-02 21:01:00,login,CN,CN,900.0000000000001,26.0,18.0,4707.500000000001,74.20246626262258,7759.0,23.292,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0285,KEY-0285,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,In Progress,Reporter 9,Assignee 7,2023-07-11,2025-05-06 02:51:05.231249,664.9999999999999,28.48,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,955102.5,KRI,User_28,2023-07-11 16:06:00,data_modification,AU,AU,900.0000000000001,26.0,12.0,2212.5,28.623544971556733,6374.0,9.996,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0286,KEY-0286,Insufficient Access Control Measures,1,Control Effectiveness,High,In Progress,Reporter 4,Assignee 12,2023-06-24,2025-05-06 02:51:05.231249,682.0,53.45000000000001,Critical,Legal,Steps to resolve Insufficient Access Control Measures,1206806.0,KPI,User_96,2023-06-24 09:00:00,file_access,USA,USA,2530.0,26.0,17.0,2705.0,27.46738381198373,7677.0,15.74,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0287,KEY-0287,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,Closed,Reporter 1,Assignee 8,2023-09-08,2023-09-11 00:00:00.000000,2.9999999999999747,64.04,Critical,Finance,Steps to resolve Weak Cloud Storage Access Controls,1533737.4999999998,KRI,User_71,2023-09-08 21:46:00,data_modification,Unknown,Unknown,900.0000000000001,26.0,18.0,1630.0,71.79222313723493,7823.0,16.108,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0288,KEY-0288,Inadequate Firewall Configurations,1,Network Security,High,In Progress,Reporter 2,Assignee 20,2024-05-02,2025-05-06 02:51:05.231249,369.00000000000006,79.74999999999999,Critical,IT,Steps to resolve Inadequate Firewall Configurations,673037.0,KPI,User_67,2024-05-02 04:29:00,data_modification,Unknown,Unknown,900.0000000000001,26.0,17.0,4292.0,68.90203293137215,5305.0,21.0,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0289,KEY-0289,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Open,Reporter 6,Assignee 3,2025-04-16,2025-05-06 02:51:05.231249,20.00000000000001,65.0,Critical,Finance,Steps to resolve Successful Phishing Attempt Targeting Executives,888490.0000000001,KRI,User_82,2025-04-16 21:39:00,data_modification,CANADA,CANADA,1625.0,26.0,12.0,1412.5,52.671995593184356,5205.0,17.15,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0290,KEY-0290,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Open,Reporter 6,Assignee 5,2024-04-04,2025-05-06 02:51:05.231249,396.99999999999994,78.03,Critical,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1708696.9999999998,KRI,User_73,2024-04-04 14:11:00,data_modification,USA,USA,900.0000000000001,26.0,21.0,5441.000000000001,66.84248831207665,4378.0,21.156,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0291,KEY-0291,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Resolved,Reporter 7,Assignee 6,2023-04-23,2023-04-24 00:00:00.000000,1.0000000000000142,73.32999999999998,Critical,HR,Steps to resolve Weak Cloud Storage Access Controls,466547.0,KRI,User_12,2023-04-23 22:37:00,file_access,EU,EU,900.0000000000001,26.0,10.0,3968.0,63.614752026102366,4039.9999999999995,19.316000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0292,KEY-0292,Supplier Security Compliance Gaps,1,Procurement Security,Medium,Open,Reporter 7,Assignee 19,2024-11-19,2025-05-06 02:51:05.231249,168.0,40.8,Critical,C-Suite Executives,Steps to resolve Supplier Security Compliance Gaps,1676134.9999999998,KPI,User_15,2024-11-19 08:36:00,login,UK,UK,1564.0,27.0,9.0,4397.500000000001,31.06111994929081,5584.0,12.31,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0293,KEY-0293,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Resolved,Reporter 2,Assignee 14,2025-03-24,2025-04-03 00:00:00.000000,10.000000000000005,53.48,Critical,C-Suite Executives,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2150525.0,KRI,User_89,2025-03-24 18:59:00,file_access,Unknown,Unknown,900.0000000000001,26.0,24.0,3859.9999999999995,73.35645160663252,7343.0,15.896,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0294,KEY-0294,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,In Progress,Reporter 10,Assignee 13,2025-02-07,2025-05-06 02:51:05.231249,87.99999999999996,56.49,Critical,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1226707.5,KRI,User_30,2025-02-07 13:56:00,data_modification,IN,IN,1467.0,26.0,15.0,832.5000000000001,66.5337340033306,7153.0,14.998,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0295,KEY-0295,Insufficient Access Control Measures,1,Control Effectiveness,Critical,Resolved,Reporter 3,Assignee 14,2023-10-28,2023-11-02 00:00:00.000000,5.000000000000003,17.190000000000005,Critical,HR,Steps to resolve Insufficient Access Control Measures,2431706.0,KPI,User_44,2023-10-28 07:10:00,file_access,DE,DE,2018.0,28.0,10.0,602.0,68.85874476663848,7717.0,8.937999999999999,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red,2,2,False
ISSUE-0296,KEY-0296,Insufficient Access Control Measures,1,Control Effectiveness,Critical,In Progress,Reporter 2,Assignee 4,2025-03-11,2025-05-06 02:51:05.231249,55.99999999999998,12.61,Critical,IT,Steps to resolve Insufficient Access Control Measures,154862.0,KPI,User_73,2025-03-11 01:38:00,login,DE,DE,1228.0,26.0,17.0,1532.0000000000002,65.00381136831466,5098.0,8.072,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red,2,2,False
ISSUE-0297,KEY-0297,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Open,Reporter 5,Assignee 4,2023-12-06,2025-05-06 02:51:05.231249,517.0,43.17,Critical,HR,Steps to resolve Incomplete Risk Management Framework,2452252.5,KPI,User_44,2023-12-06 07:42:00,file_access,FR,FR,900.0000000000001,26.0,9.0,5600.0,45.70188030193144,4340.0,12.034,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0298,KEY-0298,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Resolved,Reporter 5,Assignee 15,2024-03-16,2024-03-24 00:00:00.000000,7.999999999999978,49.06,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,2396122.5,KRI,User_77,2024-03-16 22:05:00,file_access,DE,DE,900.0000000000001,26.0,18.0,994.9999999999997,20.628200131461966,6509.0,13.362,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0299,KEY-0299,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Open,Reporter 7,Assignee 2,2023-11-24,2025-05-06 02:51:05.231249,528.9999999999999,26.1,Critical,C-Suite Executives,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1402410.0,KRI,User_95,2023-11-24 12:17:00,data_modification,JP,JP,2813.0,26.0,15.0,4237.5,38.074906094310506,5347.0,8.62,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange,2,2,False
ISSUE-0300,KEY-0300,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,In Progress,Reporter 9,Assignee 10,2023-08-19,2025-05-06 02:51:05.231249,626.0,33.86,Critical,Sales,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2293162.5,KRI,User_28,2023-08-19 13:10:00,login,AU,AU,900.0000000000001,26.0,6.0,2452.5000000000005,53.68773478730936,5205.0,10.172,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0301,KEY-0301,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Resolved,Reporter 9,Assignee 11,2023-04-03,2023-04-11 00:00:00.000000,7.999999999999978,38.42000000000001,Critical,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,1644278.0,KPI,User_72,2023-04-03 02:15:00,data_modification,Unknown,Unknown,900.0000000000001,26.0,10.0,2051.0,20.49575814756693,3014.0,12.584,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0302,KEY-0302,Inconsistent Review of Security Policies,1,Management Oversight,Low,Closed,Reporter 2,Assignee 2,2025-04-07,2025-04-08 00:00:00.000000,1.0000000000000142,42.96,Critical,External Contractors,Steps to resolve Inconsistent Review of Security Policies,510697.5000000001,KPI,User_4,2025-04-07 19:08:00,data_modification,USA,IN,900.0000000000001,26.0,9.0,3099.999999999999,31.708335491755587,3146.0,11.592,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0303,KEY-0303,Insufficient Access Control Measures,1,Control Effectiveness,High,In Progress,Reporter 9,Assignee 14,2024-11-24,2025-05-06 02:51:05.231249,163.0,62.48,Critical,HR,Steps to resolve Insufficient Access Control Measures,300068.0,KPI,User_71,2024-11-24 16:37:00,data_modification,EU,EU,1578.0,26.0,13.0,4262.000000000001,70.76544637047907,4303.0,17.546000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0304,KEY-0304,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,In Progress,Reporter 9,Assignee 13,2024-09-30,2025-05-06 02:51:05.231249,218.00000000000003,91.86999999999998,Critical,Legal,Steps to resolve Unauthorized Access Leading to Data Exposure,441658.99999999994,KRI,User_12,2024-09-30 10:48:00,data_modification,AU,AU,900.0000000000001,26.0,21.0,1102.9999999999998,39.55681631703775,3938.0,23.274,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0305,KEY-0305,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Low,Closed,Reporter 7,Assignee 8,2023-11-02,2023-11-04 00:00:00.000000,2.0000000000000284,74.40999999999998,Critical,C-Suite Executives,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1312472.4999999998,KPI,User_89,2023-11-02 16:47:00,data_modification,AU,AU,900.0000000000001,27.0,15.0,3315.0000000000005,53.142330401533016,6296.0,18.031999999999996,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0306,KEY-0306,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Resolved,Reporter 5,Assignee 9,2024-03-11,2024-03-21 00:00:00.000000,10.000000000000005,45.35,Critical,IT,Steps to resolve Missing or Inaccurate Asset Records,2654990.0,KPI,User_65,2024-03-11 08:41:00,file_access,EU,EU,2432.0,26.0,13.0,4882.999999999999,76.25989485634649,6280.0,14.77,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0307,KEY-0307,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Open,Reporter 9,Assignee 5,2024-05-19,2025-05-06 02:51:05.231249,351.9999999999999,53.89,Critical,C-Suite Executives,Steps to resolve Increased Exposure due to Insufficient Data Encryption,949827.5000000001,KRI,User_65,2024-05-19 21:39:00,file_access,UK,UK,1264.0,26.0,9.0,4422.499999999999,35.04784617687907,5873.0,14.928,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0308,KEY-0308,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,In Progress,Reporter 2,Assignee 19,2024-06-27,2025-05-06 02:51:05.231249,313.0000000000001,72.16000000000001,Critical,Finance,Steps to resolve Successful Phishing Attempt Targeting Executives,1417292.5,KRI,User_67,2024-06-27 16:03:00,file_access,AU,AU,1000.0000000000001,33.0,15.0,5872.500000000001,63.10111373221237,4037.0,18.732,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0309,KEY-0309,Outdated Operating System Components,1,System Vulnerability,High,Open,Reporter 7,Assignee 8,2025-02-09,2025-05-06 02:51:05.231249,86.0,69.86999999999999,Critical,Legal,Steps to resolve Outdated Operating System Components,963041.0,KPI,User_60,2025-02-09 00:05:00,login,AU,AU,900.0000000000001,31.0,13.0,2681.0,63.77006497909832,4932.0,19.024000000000004,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0310,KEY-0310,Incomplete Risk Management Framework,1,Risk Management Maturity,Medium,Closed,Reporter 9,Assignee 1,2024-03-26,2024-03-30 00:00:00.000000,3.999999999999989,68.94,Critical,IT,Steps to resolve Incomplete Risk Management Framework,2292490.0,KPI,User_46,2024-03-26 13:26:00,data_modification,CN,USA,1014.9999999999999,27.0,15.0,2395.0000000000005,31.634898302193328,7770.0,17.888,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0311,KEY-0311,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Closed,Reporter 7,Assignee 12,2025-03-06,2025-03-07 00:00:00.000000,1.0000000000000142,71.25,Critical,Finance,Steps to resolve Access by Unauthorized Personnel Detected,880013.0000000001,KRI,User_94,2025-03-06 22:46:00,login,FR,FR,900.0000000000001,26.0,3.0,1630.9999999999995,21.391539580332708,5455.0,19.05,Critical,Immediate System-wide Shutdown & Investigation | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0312,KEY-0312,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Open,Reporter 9,Assignee 5,2024-11-12,2025-05-06 02:51:05.231249,175.00000000000003,29.35,Critical,Operations,Steps to resolve Incomplete Risk Management Framework,939460.0,KPI,User_22,2024-11-12 01:21:00,file_access,CANADA,CANADA,2373.0,26.0,6.0,6672.499999999999,63.197215366330376,5121.0,9.42,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0313,KEY-0313,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,In Progress,Reporter 8,Assignee 6,2023-10-29,2025-05-06 02:51:05.231249,555.0,65.56,Critical,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,532565.0,KRI,User_44,2023-10-29 22:29:00,data_modification,EU,EU,900.0000000000001,26.0,21.0,563.0000000000002,66.72663806226497,4614.0,18.662000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0314,KEY-0314,Supplier Security Compliance Gaps,1,Procurement Security,High,Resolved,Reporter 6,Assignee 4,2023-08-13,2023-08-20 00:00:00.000000,7.000000000000031,102.37999999999998,Critical,IT,Steps to resolve Supplier Security Compliance Gaps,1316183.0,KPI,User_30,2023-08-13 06:58:00,data_modification,EU,EU,2208.0,26.0,17.0,2117.0,33.7785396658106,5234.0,25.175999999999995,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0315,KEY-0315,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Open,Reporter 4,Assignee 10,2023-05-17,2025-05-06 02:51:05.231249,719.9999999999999,42.57,Critical,Operations,Steps to resolve Supplier Security Compliance Gaps,2014795.9999999998,KPI,User_81,2023-05-17 00:46:00,file_access,IN,EU,900.0000000000001,26.0,21.0,644.0000000000002,34.23445773197312,6008.0,14.064,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0316,KEY-0316,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Closed,Reporter 10,Assignee 12,2024-12-06,2024-12-09 00:00:00.000000,2.9999999999999747,36.61,Critical,HR,Steps to resolve Missing or Inaccurate Asset Records,441956.0,KPI,User_95,2024-12-06 07:48:00,data_modification,AU,AU,900.0000000000001,28.0,13.0,878.0000000000003,74.96545790348488,4528.0,11.971999999999998,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0317,KEY-0317,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Closed,Reporter 9,Assignee 14,2024-04-25,2024-05-04 00:00:00.000000,8.999999999999991,3.72,Low,IT,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,780770.0,KPI,User_44,2024-04-25 12:31:00,file_access,Unknown,Unknown,1068.0,26.0,13.0,7550.000000000001,29.3808885883677,6669.0,5.094,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange,4,4,False
ISSUE-0318,KEY-0318,Inadequate Firewall Configurations,1,Network Security,Low,In Progress,Reporter 8,Assignee 7,2023-10-31,2025-05-06 02:51:05.231249,553.0,11.24,Critical,HR,Steps to resolve Inadequate Firewall Configurations,1670262.5,KPI,User_90,2023-10-31 11:53:00,login,CANADA,CANADA,900.0000000000001,26.0,12.0,1289.9999999999998,55.35028652101665,4165.0,5.648000000000001,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow,4,4,False
ISSUE-0319,KEY-0319,Outdated Operating System Components,1,System Vulnerability,Low,Resolved,Reporter 6,Assignee 4,2025-01-21,2025-01-22 00:00:00.000000,1.0000000000000142,39.31,Critical,IT,Steps to resolve Outdated Operating System Components,931564.9999999999,KPI,User_45,2025-01-21 15:23:00,data_modification,CANADA,UK,1388.0,26.0,12.0,4995.000000000001,66.72015349688233,6855.0,11.162,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0320,KEY-0320,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Closed,Reporter 7,Assignee 8,2023-10-16,2023-10-17 00:00:00.000000,1.0000000000000142,15.910000000000002,Critical,IT,Steps to resolve Non-Compliance with Data Protection Regulations,338750.0,KRI,User_17,2023-10-16 07:00:00,login,FR,FR,1719.0,28.0,10.0,4628.000000000001,73.74250019712338,7674.0,8.482,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red,2,2,False
ISSUE-0321,KEY-0321,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,In Progress,Reporter 5,Assignee 7,2023-04-14,2025-05-06 02:51:05.231249,753.0,87.80999999999999,Critical,Operations,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2052010.9999999998,KPI,User_96,2023-04-14 02:32:00,data_modification,IN,CANADA,3023.0,26.0,13.0,3641.0,72.43068290561162,5561.0,22.612,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0322,KEY-0322,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Resolved,Reporter 9,Assignee 5,2023-10-30,2023-10-31 00:00:00.000000,1.0000000000000142,24.48,Critical,External Contractors,Steps to resolve Access by Unauthorized Personnel Detected,1304775.0,KRI,User_37,2023-10-30 03:40:00,data_modification,JP,FR,998.9999999999999,26.0,24.0,2287.5,53.912214615668994,3094.0,8.645999999999999,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange,2,2,False
ISSUE-0323,KEY-0323,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Closed,Reporter 8,Assignee 8,2023-04-15,2023-04-18 00:00:00.000000,2.9999999999999747,79.22,Critical,C-Suite Executives,Steps to resolve Unauthorized Access Leading to Data Exposure,1158304.9999999998,KRI,User_6,2023-04-15 04:40:00,data_modification,FR,FR,900.0000000000001,26.0,9.0,1507.4999999999998,23.090383838967703,5110.0,19.594,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0324,KEY-0324,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Resolved,Reporter 10,Assignee 5,2023-12-23,2023-12-30 00:00:00.000000,7.000000000000031,31.810000000000002,Critical,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack,987809.0,KRI,User_71,2023-12-23 09:54:00,login,IN,IN,1866.0000000000002,31.0,13.0,3938.000000000001,43.96577960946868,6229.0,11.712,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
